ICD10-A57;    Ulcus molle (venereum);18;10;10;12;7;5;4;14;4;6
ICD10-A58;    Granuloma venereum (inguinale);6;7;6;5;9;7;10;3;7;6
ICD10-A59;    Trichomoniasis;12;18;12;14;16;11;7;19;14;12
ICD10-A60;    Infektionen d.Anogenitalbereichs durch Herpesviren;1215;1230;1266;1322;1386;1470;1352;1363;1063;1018
ICD10-A63;    Sonst. vorwiegend d.Geschlechtsverk.übertr.Krankh.;27;18;15;23;11;20;15;25;19;45
ICD10-A64;    Durch Geschlechtsverkehr übertragene Krankheiten;2;4;4;4;2;2;3;5;8;2
ICD10-A65-A69;  Sonstige Spirochätenkrankheiten;5802;6460;6004;5329;6281;6077;6315;5696;5232;5344
ICD10-A65;    Nichtvenerische Syphilis;1;-;-;-;-;-;1;-;2;-
ICD10-A66;    Frambösie;-;-;2;1;-;1;2;-;-;-
ICD10-A67;    Pinta (Carate);-;-;-;-;-;-;-;-;-;-
ICD10-A68;    Rückfallfieber;23;21;24;82;27;26;32;18;27;22
ICD10-A69;    Sonstige Spirochäteninfektionen;5778;6439;5978;5246;6254;6050;6280;5678;5203;5322
ICD10-A70-A74;  Sonstige Krankheiten durch Chlamydien;196;187;194;158;158;158;138;136;109;91
ICD10-A70;    Infektionen durch Chlamydia psittaci;9;9;16;8;8;5;3;7;14;11
ICD10-A71;    Trachom;-;3;-;-;-;1;1;-;-;-
ICD10-A74;    Sonstige Krankheiten durch Chlamydien;187;175;178;150;150;152;134;129;95;80
ICD10-A75-A79;  Rickettsiosen;86;84;140;114;148;93;72;73;48;55
ICD10-A75;    Fleckfieber;4;3;8;4;3;4;4;3;1;1
ICD10-A77;    Zeckenbissfieber (Rickettsiosen, d.Zecken übertr.);4;8;10;9;15;12;19;4;11;7
ICD10-A78;    Q-Fieber;65;57;100;88;112;64;38;57;34;41
ICD10-A79;    Sonstige Rickettsiosen;13;16;22;13;18;13;11;9;2;6
ICD10-A80-A89;  Virusinfektionen des Zentralnervensystems;5068;7484;5114;5028;5728;5273;6138;5505;4028;3396
ICD10-A80;    Akute Poliomyelitis (Spinale Kinderlähmung);3;4;1;1;2;1;1;2;2;-
ICD10-A81;    Atypische Virus-Infektionen d.Zentralnervensystems;602;662;633;628;697;592;588;587;543;544
ICD10-A82;    Tollwut (Rabies);-;2;2;-;3;-;3;2;-;-
ICD10-A83;    Virusenzephalitis, durch Moskitos übertragen;-;1;1;-;2;-;2;2;-;2
ICD10-A84;    Virusenzephalitis, durch Zecken übertragen;243;455;339;299;452;607;656;517;946;594
ICD10-A85;    Sonstige Virusenzephalitis, ao.nicht klass.;159;194;228;231;271;229;228;224;167;147
ICD10-A86;    Virusenzephalitis, nicht näher bezeichnet;576;745;680;732;723;683;758;734;678;650
ICD10-A87;    Virusmeningitis;3442;5374;3177;3098;3537;3116;3850;3381;1665;1427
ICD10-A88;    Sonstige Virusinfektionen des Zentralnervensystems;36;40;40;29;35;38;40;45;13;25
ICD10-A89;    Virusinfektion des Zentralnervensystems, n.n.bez.;7;7;13;10;6;7;12;11;14;7
ICD10-A90-A99;  Athropoden-Virus-Kh. u. virales hämorrhag.Fieber;2200;382;660;834;522;1593;379;1740;298;1560
ICD10-A90;    Dengue-Fieber (Klassische Dengue);223;251;208;202;-;-;-;-;-;-
ICD10-A91;    Hämorrhagisches Dengue-Fieber;13;17;3;8;-;-;-;-;-;-
ICD10-A92;    Sonstige durch Moskitos übertragene Viruskrankh.;8;4;23;10;10;13;11;14;6;2
ICD10-A93;    Sonst. durch Arthropoden übertragene Viruskrankh.;3;4;3;2;3;4;3;4;1;2
ICD10-A94;    Durch Arthropoden übertrag. Viruskrankh., n.n.bez.;1;1;2;1;5;20;3;5;-;1
ICD10-A95;    Gelbfieber;-;1;1;-;1;-;2;-;-;-
ICD10-A96;    Hämorrhagisches Fieber durch Arenaviren;-;-;1;-;2;1;-;1;-;-
ICD10-A97;    Dengue;-;-;-;-;260;217;174;354;50;22
ICD10-A98;    Sonst. hämorrhagische Viruskrankh.,ao.nicht klass.;1948;103;415;607;237;1338;182;1360;240;1533
ICD10-A99;    Nicht näher bez. hämorrhagische Viruskrankheit;4;1;4;4;4;-;4;2;1;-
ICD10-B00-B09;  Virusinfektionen,gekennz.d.Haut-/Schleimhautläsion;32885;33820;36508;36602;38205;38847;38533;39696;32475;32617
ICD10-B00;    Infektionen durch Herpesviren (Herpes simplex);6081;5815;6140;5944;6302;6300;6314;6234;4980;5035
ICD10-B01;    Varizellen (Windpocken);926;937;1050;1504;1295;1067;1050;1089;786;664
ICD10-B02;    Zoster (Herpes zoster);20613;21785;23208;23640;25128;25562;26249;27279;23536;23206
ICD10-B03;    Pocken;-;-;-;1;-;-;1;-;-;-
ICD10-B04;    Affenpocken;-;-;-;-;-;-;-;-;-;-
ICD10-B05;    Masern;56;510;217;562;173;422;259;208;36;10
ICD10-B06;    Röteln (Rubeola, Rubella);21;15;10;8;7;7;8;11;5;3
ICD10-B07;    Viruswarzen;1123;1078;1069;1086;1015;927;871;919;606;531
ICD10-B08;    Sonst. Virusinfektionen Haut-/Schleimhautläsionen;3592;3189;4276;3358;3818;4060;3345;3484;2277;2913
ICD10-B09;    N.n.bez. Virusinfektion Haut-/Schleimhautläsionen;473;491;538;499;467;502;436;472;249;255
ICD10-B15-B19;  Virushepatitis;4490;3929;3301;3605;3570;3860;3625;3623;2762;2645
ICD10-B15;    Akute Virushepatitis A;492;515;434;591;506;776;700;569;339;404
ICD10-B16;    Akute Virushepatitis B;530;546;497;517;456;394;323;365;271;244
ICD10-B17;    Sonstige akute Virushepatitis;723;714;822;1017;1353;1650;1752;1947;1668;1494
ICD10-B18;    Chronische Virushepatitis;2660;2079;1495;1424;1201;974;781;661;412;440
ICD10-B19;    Nicht näher bezeichnete Virushepatitis;85;75;53;56;54;66;69;81;72;63
ICD10-B20-B24;  HIV-Krankheit;1292;1307;1203;1072;1024;933;961;960;688;684
ICD10-B20;    Infektiöse u.parasitäre Krankh.infolge HIV-Krankh.;373;407;417;313;346;359;382;368;281;271
ICD10-B21;    Bösartige Neubildungen infolge HIV-Krankheit;64;57;52;35;31;35;46;38;23;14
ICD10-B22;    Sonst. näher bezeichn. Krankheiten infolge HIV-Kh.;380;420;358;312;279;189;225;241;175;182
ICD10-B23;    Sonstige Krankheitszustände infolge HIV-Krankheit;262;212;193;238;168;172;142;166;86;102
ICD10-B24;    Nicht näher bezeichnete HIV-Krankheit;213;211;183;174;200;178;166;147;123;115
ICD10-B25-B34;  Sonstige Viruskrankheiten;22443;25240;24797;25248;26006;26181;26431;25063;23690;31095
ICD10-B25;    Zytomegalie;1893;2005;2031;1974;2076;2089;2069;2170;1855;1676
ICD10-B26;    Mumps;68;125;122;77;102;78;64;50;28;21
ICD10-B27;    Infektiöse Mononukleose;8483;8817;8870;8934;8593;9383;8944;8931;6239;6119
ICD10-B30;    Viruskonjunktivitis;98;74;67;51;46;44;37;42;17;16
ICD10-B33;    Sonstige Viruskrankheiten, ao. nicht klassifiziert;466;634;654;567;306;323;305;360;581;814
ICD10-B34;    Viruskrankheit nicht näher bezeichn. Lokalisation;11435;13585;13053;13645;14883;14264;15012;13510;14970;22449
ICD10-B35-B49;  Mykosen;10078;10310;10807;10951;10558;10209;10340;11193;9252;9209
ICD10-B35;    Dermatophytose (Tinea);457;419;482;421;474;475;466;510;454;479
ICD10-B36;    Sonstige oberflächliche Mykosen;64;71;70;73;70;61;56;65;54;55
ICD10-B37;    Kandidose;7642;7760;8075;8092;7820;7381;7349;7228;5710;5523
ICD10-B38;    Kokzidioidomykose;2;5;3;4;2;5;3;2;-;3
ICD10-B39;    Histoplasmose;4;9;6;11;12;8;10;10;11;7
ICD10-B40;    Blastomykose;1;3;-;1;1;1;-;-;-;-
ICD10-B41;    Parakokzidioidomykose;-;-;-;-;-;-;1;-;-;-
ICD10-B42;    Sporotrichose;3;1;2;-;1;3;-;-;2;1
ICD10-B43;    Chromomykose und chromomykotischer Abszess;3;5;5;2;1;1;2;1;3;1
ICD10-B44;    Aspergillose;1677;1808;1899;2049;1908;1988;2199;2071;1735;1885
ICD10-B45;    Kryptokokkose;49;80;70;66;48;70;53;59;59;59
ICD10-B46;    Zygomykose;28;22;26;37;37;22;36;30;19;34
ICD10-B47;    Myzetom;18;22;22;26;19;33;27;20;17;20
ICD10-B48;    Sonstige Mykosen, anderenorts nicht klassifiziert;48;41;45;78;48;77;54;1115;1112;1065
ICD10-B49;    Nicht näher bezeichnete Mykose;82;64;102;91;117;84;84;82;76;77
ICD10-B50-B64;  Protozoenkrankheiten;2370;2484;2918;2972;2987;2818;2578;1597;806;1072
ICD10-B50;    Malaria tropica durch Plasmodium falciparum;528;636;703;703;777;848;827;899;288;585
ICD10-B51;    Malaria tertiana durch Plasmodium vivax;117;73;412;403;238;107;91;58;60;30
ICD10-B52;    Malaria quartana durch Plasmodium malariae;23;18;27;23;19;14;22;29;11;13
ICD10-B53;    Sonstige parasitologisch bestätigte Malaria;14;19;60;41;40;41;41;33;18;21
ICD10-B54;    Malaria, nicht näher bezeichnet;70;76;130;114;105;96;75;79;16;68
ICD10-B55;    Leishmaniose;38;47;66;106;154;123;70;64;49;56
ICD10-B56;    Afrikanische Trypanosomiasis;3;-;2;-;1;2;1;3;1;-
ICD10-B57;    Chagas-Krankheit;-;5;-;-;1;1;-;2;1;-
ICD10-B58;    Toxoplasmose;477;427;389;373;410;378;335;335;281;238
ICD10-B59;    Pneumozystose;1013;1105;1044;1123;1160;1099;1017;-;-;-
ICD10-B60;    Sonst.Protozoenkrankh., ao. nicht klassifizert;87;77;85;84;82;109;99;95;79;61
ICD10-B64;    Nicht näher bezeichnete Protozoenkrankheit;-;1;-;2;-;-;-;-;2;-
ICD10-B65-B83;  Helminthosen;1287;1220;1486;1440;1587;1418;1378;1335;1071;1013
ICD10-B65;    Schistosomiasis (Bilharziose);39;44;91;152;91;146;148;81;50;47
ICD10-B66;    Befall durch sonstige Trematoden (Egel);17;4;86;86;136;2;5;5;5;4
ICD10-B67;    Echinokokkose;359;332;387;439;577;531;494;529;498;468
ICD10-B68;    Taeniasis;11;11;7;12;12;14;6;5;7;4
ICD10-B69;    Zystizerkose;21;15;16;10;14;14;19;9;21;11
ICD10-B70;    Diphyllobothriose und Sparganose;-;3;3;2;3;3;3;2;6;3
ICD10-B71;    Befall durch sonstige Zestoden;4;5;7;3;6;13;6;2;6;4
ICD10-B72;    Drakunkulose;-;1;-;-;-;-;-;-;-;-
ICD10-B73;    Onchozerkose;1;-;-;2;-;2;-;-;1;-
ICD10-B74;    Filariose;6;18;13;17;12;8;9;12;10;5
ICD10-B75;    Trichinellose;6;2;3;11;2;1;3;3;-;1
ICD10-B76;    Hakenwurm-Krankheit;11;6;4;11;12;9;8;5;3;1
ICD10-B77;    Askaridose;250;218;202;148;134;105;97;96;46;48
ICD10-B78;    Strongyloidiasis;7;13;7;8;10;19;13;14;15;10
ICD10-B79;    Trichuriasis;3;2;6;5;1;5;3;3;-;-
ICD10-B80;    Enterobiasis;303;306;388;315;358;311;350;349;253;266
ICD10-B81;    Sonstige Intestinale Helminthosen, ao.nicht klass.;37;33;53;30;16;22;14;14;9;3
ICD10-B82;    Nicht näher bezeichneter intestinaler Parasitismus;119;97;91;60;65;55;53;52;20;24
ICD10-B83;    Sonstige Helminthosen;93;110;122;129;138;158;147;154;121;114
ICD10-B85-B89;  Pedikulose/Akarinose/sonst.Parasitenbefall d. Haut;1051;1200;1693;2904;3998;5941;8678;10192;7788;6980
ICD10-B85;    Pedikulose/Phthiriasis (Läuse-/Filzläusebefall);23;19;29;49;46;31;38;35;43;28
ICD10-B86;    Skabies;960;1124;1587;2773;3860;5816;8537;10072;7693;6871
ICD10-B87;    Myiasis;8;14;10;18;23;20;34;29;26;40
ICD10-B88;    Sonstiger Parasitenbefall der Haut;53;38;59;55;55;59;55;44;21;29
ICD10-B89;    Nicht näher bezeichnete parasitäre Krankheit;7;5;8;9;14;15;14;12;5;12
ICD10-B90-B94;  Folgezustände von infektiösen und parasitären Kh.;2;6;1;2;2;41;5;5;3;2
ICD10-B90;    Folgezustände der Tuberkulose;1;1;-;-;-;-;-;-;-;-
ICD10-B91;    Folgezustände der Poliomyelitis;-;1;-;-;-;-;2;1;-;-
ICD10-B92;    Folgezustände der Lepra;-;-;-;-;-;-;-;-;-;-
ICD10-B94;    Folgezustände n.n.bez. infektiöser.u.parasit. Kh.;1;4;1;2;2;41;3;4;3;2
ICD10-B95-B98;  Bakterien, Viren, sonst.Erreger, klass.in and.Kap.;-;-;-;-;-;-;-;-;-;-
ICD10-B95;    Streptokokken und Staphylokokken als Ursache v.Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-B96;    Sonstige Bakterien als Ursache von Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-B97;    Viren als Ursache von anderen Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-B98;    Sonstige Erreger als Ursache von Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-B99-B99;  Sonstige Infektionskrankheiten;30322;32930;34671;35390;36449;35206;34844;34503;32690;31759
ICD10-B99;    Sonstige u. nicht näher bezeichnete Infektionskh.;30322;32930;34671;35390;36449;35206;34844;34503;32690;31759
ICD10-C00-C97;Bösartige Neubildungen;1481514;1463462;1486168;1481264;1499241;1504838;1520671;1547464;1452942;1436169
ICD10-C00-C14;  Bösartige Neubildung, Lippe, Mundhöhle, Pharynx;55095;55137;55732;55172;54822;54160;54122;54912;52397;50754
ICD10-C00;    Bösartige Neubildung der Lippe;1778;1685;1799;1666;1680;1753;1779;1774;1603;1588
ICD10-C01;    Bösartige Neubildung des Zungengrundes;4687;4688;4693;4795;4939;4887;4867;4813;4732;4746
ICD10-C02;    Bösartige Neubildung der Zunge;5364;5424;5678;5715;5807;5859;6004;6140;5959;5890
ICD10-C03;    Bösartige Neubildung des Zahnfleisches;1745;2011;2031;1991;2025;2103;2260;2288;2401;2441
ICD10-C04;    Bösartige Neubildung des Mundbodens;7606;7264;7050;6521;6489;6207;5921;6013;5463;5116
ICD10-C05;    Bösartige Neubildung des Gaumens;1989;1988;2008;2022;1840;2001;1982;2052;1850;1932
ICD10-C06;    Bösartige Neubildung des Mundes;1626;1627;1795;1722;1917;1882;1904;1943;1913;1718
ICD10-C07;    Bösartige Neubildung der Parotis;1928;2004;2254;2217;2240;2138;2248;2378;2235;2061
ICD10-C08;    Bösartige Neubildung der Speicheldrüsen;593;584;671;575;629;603;602;700;683;646
ICD10-C09;    Bösartige Neubildung der Tonsille;5714;5680;5834;6063;5992;6001;5880;6136;5988;5774
ICD10-C10;    Bösartige Neubildung des Oropharynx;9691;10213;10211;10386;10016;9800;10225;10481;9883;9758
ICD10-C11;    Bösartige Neubildung des Nasopharynx;2026;2211;2133;1864;2051;2014;2094;2017;1948;1912
ICD10-C12;    Bösartige Neubildung des Recessus piriformis;649;574;574;724;683;687;697;658;670;692
ICD10-C13;    Bösartige Neubildung des Hypopharynx;9045;8603;8459;8401;8020;7722;7275;7172;6741;6153
ICD10-C14;    Bösartige Neubildung, Lippe, Mundhöhle, Pharynx;654;581;542;510;494;503;384;347;328;327
ICD10-C15-C26;  Bösartige Neubildungen der Verdauungsorgane;325450;319188;325192;321161;324130;329174;334201;340316;315012;309172
ICD10-C15;    Bösartige Neubildung des Ösophagus;28750;28057;29504;28689;29856;29900;30384;30886;29489;29405
ICD10-C16;    Bösartige Neubildung des Magens;48160;45760;45770;44954;44847;45646;45281;45197;42532;41522
ICD10-C17;    Bösartige Neubildung des Dünndarmes;5075;5152;5347;5626;5930;6060;6637;6656;6303;6369
ICD10-C18;    Bösartige Neubildung des Kolons;82690;81097;81421;80293;79521;81208;82471;83443;74159;72140
ICD10-C19;    Bösartige Neubildung am Rektosigmoid, Übergang;6690;5935;5841;5870;5348;5426;5474;5778;5048;5138
ICD10-C20;    Bösartige Neubildung des Rektums;63002;61412;61420;59143;58534;59118;59887;57942;52102;51020
ICD10-C21;    Bösartige Neubildung des Anus und des Analkanals;5804;5756;5878;5733;6098;6196;6304;6689;6336;6171
ICD10-C22;    BN der Leber und der intrahepatischen Gallengänge;26732;27304;29218;29615;30048;30073;30203;31173;29696;29320
ICD10-C23;    Bösartige Neubildung der Gallenblase;4115;4022;3885;3840;3856;3767;3754;3675;3583;3296
ICD10-C24;    BN sonstiger und n.n.bez. Teile der Gallenwege;8143;7490;7795;7984;8315;8935;8352;8692;8920;8836
ICD10-C25;    Bösartige Neubildung des Pankreas;45753;46759;48645;48943;51295;52424;54849;59644;56129;55279
ICD10-C26;    BN sonstiger u. ungenau bez. Verdauungsorgane;536;444;468;471;482;421;605;541;715;676
ICD10-C30-C39;  BN d. Atmungsorgane u. so. intrathorakaler Organe;214565;211785;216541;214571;216458;214813;216666;218634;204540;202126
ICD10-C30;    BN der Nasenhöhle und des Mittelohres;1782;1796;1781;2031;2137;2103;2189;2285;2439;2414
ICD10-C31;    Bösartige Neubildung der Nasennebenhöhlen;2010;1966;1963;1859;1897;1860;1856;1938;1847;1839
ICD10-C32;    Bösartige Neubildung des Larynx;15430;15438;15776;14947;15372;14590;15052;14590;13380;13521
ICD10-C33;    Bösartige Neubildung der Trachea;409;393;364;320;383;324;372;338;301;279
ICD10-C34;    Bösartige Neubildung der Bronchien und der Lunge;192416;189489;194064;192795;193697;192880;194043;196405;183809;181644
ICD10-C37;    Bösartige Neubildung des Thymus;983;1048;1014;1041;1163;1230;1330;1306;1277;1288
ICD10-C38;    BN des Herzens, der Mediastinums und der Pleura;1493;1570;1516;1540;1767;1783;1798;1744;1456;1115
ICD10-C39;    BN sonst. u. ungenau bez. Lokal. d. Atmungssystems;42;85;63;38;42;43;26;28;31;26
ICD10-C40-C41;  BN des Knochens und des Gelenkknorpels;8073;8087;8004;8084;8325;7849;8121;8391;8469;7908
ICD10-C40;    BN d. Knochens u.d. Gelenkknorpels d. Extremitäten;4102;4012;3836;4171;4330;3764;4041;3828;4251;3707
ICD10-C41;    BN d.Knochens u.d.Gelenkknorpels n.n.bez. Lokalis.;3971;4075;4168;3913;3995;4085;4080;4563;4218;4201
ICD10-C43-C44;  Melanom und sonstige BN der Haut;92164;93727;99844;100494;103427;105061;111303;115755;103747;105746
ICD10-C43;    Bösartiges Melanom der Haut;24619;23415;24148;23172;22575;23235;23917;24580;22739;23681
ICD10-C44;    Sonstige bösartige Neubildungen der Haut;67545;70312;75696;77322;80852;81826;87386;91175;81008;82065
ICD10-C45-C49;  BN d. mesothelialen Gewebes u.d. Weichteilgewebes;25813;25378;26534;27051;26633;25891;26183;26667;25472;24993
ICD10-C45;    Mesotheliom;6735;6773;6896;6805;6349;6005;6114;5975;5415;4926
ICD10-C46;    Kaposi-Sarkom;290;255;222;291;338;304;315;290;289;232
ICD10-C47;    BN d. peripheren Nerven u.d. autonom Nervensystems;1910;1721;1698;1652;1458;1592;1558;1346;1430;1415
ICD10-C48;    BN des Retroperitoneums und des Peritoneums;2871;3049;2941;3128;2988;3027;3106;2952;2773;2915
ICD10-C49;    BN sonstigen Bindegewebes u.and. Weichteilgewebe;14007;13580;14777;15175;15500;14963;15090;16104;15565;15505
ICD10-C50-C50;  Bösartige Neubildungen der Brustdrüse (Mamma);136486;134561;132926;132851;132432;130694;130529;131892;123420;123384
ICD10-C50;    Bösartige Neubildung der Brustdrüse (Mamma);136486;134561;132926;132851;132432;130694;130529;131892;123420;123384
ICD10-C51-C58;  BN der weiblichen Genitalorgane;74982;72128;71729;71170;71654;72584;73231;74377;70685;69741
ICD10-C51;    Bösartige Neubildung der Vulva;6518;6745;6625;6807;6757;7028;6858;6767;6635;6631
ICD10-C52;    Bösartige Neubildung der Vagina;1340;1224;1188;1258;1182;1253;1285;1219;1096;1200
ICD10-C53;    Bösartige Neubildung der Cervix uteri;14765;13928;14293;14022;13751;14509;14408;14468;14164;14154
ICD10-C54;    Bösartige Neubildung des Corpus uteri;20176;19941;20363;20107;20648;20208;20419;20864;19844;19401
ICD10-C55;    Bösartige Neubildung des Uterus, Teil n.n.bez.;649;682;588;634;664;1004;989;1053;1014;966
ICD10-C56;    Bösartige Neubildung des Ovars;29461;27723;26605;26390;26398;26174;25942;26314;24637;25147
ICD10-C57;    Bösartige Neubildung sonstiger weibl.Genitalorgane;1833;1754;1937;1786;2105;2203;3100;3516;3143;2064
ICD10-C58;    Bösartige Neubildung der Plazenta;240;131;130;166;149;205;230;176;152;178
ICD10-C60-C63;  BN der männlichen Genitalorgane;90891;83943;82661;84783;90092;95135;100309;105224;98144;99094
ICD10-C60;    Bösartige Neubildung des Penis;2019;1899;2134;2249;2290;2324;2392;2749;2365;2551
ICD10-C61;    Bösartige Neubildung der Prostata;76344;69499;68522;70755;76053;81802;86054;90999;84625;85468
ICD10-C62;    Bösartige Neubildung des Hodens;12230;12237;11714;11484;11444;10722;11624;11200;10914;10834
ICD10-C63;    Bösartige Neubildung sonst. männl. Genitalorgane;298;308;291;295;305;287;239;276;240;241
ICD10-C64-C68;  Bösartige Neubildungen der Harnorgane;130777;131526;131904;133015;134280;134875;134638;137744;133589;134345
ICD10-C64;    BN der Niere, ausgenommen Nierenbecken;23513;23471;23140;23230;23748;23259;22842;23852;22680;22582
ICD10-C65;    Bösartige Neubildung des Nierenbeckens;5187;5095;5139;5027;5154;5099;5061;5070;5162;4966
ICD10-C66;    Bösartige Neubildung des Ureters;3219;3341;3629;3445;3846;3969;3892;4155;3932;3968
ICD10-C67;    Bösartige Neubildung der Harnblase;97289;97938;98159;98915;98777;99296;99489;101267;98747;99852
ICD10-C68;    BN sonstiger und n.n.bez. Harnorgane;1569;1681;1837;2398;2755;3252;3354;3400;3068;2977
ICD10-C69-C72;  BN des Auges/Gehirns/Zentralnervensystems;29958;29588;29936;30299;29860;29181;28541;27873;26321;25937
ICD10-C69;    BN des Auges und der Augenanhangsgebilde;3997;4001;4211;4594;4515;4506;4347;4174;4055;3997
ICD10-C70;    Bösartige Neubildung der Meningen;315;324;339;408;397;405;351;354;365;345
ICD10-C71;    Bösartige Neubildung des Gehirns;24538;24276;24416;24428;24153;23500;23070;22635;21241;20932
